,Gene Name,log2(Fold change),P-value
514,CPNE3,-0.001,0.991
515,NDUFS2,-0.041,0.741
516,H2AFY,0.068,0.657
517,FLNB,-0.044,0.655
518,SEC22B,-0.083,0.503
519,PMPCB,0.102,0.348
520,PSIP1,0.082,0.421
521,ERLIN1,0.054,0.589
522,NDUFS3,0.052,0.661
523,SRSF10,-0.053,0.675
524,KHDRBS3,-0.119,0.321
525,BANF1,0.12,0.244
526,SF3B1,0.003,0.976
527,CSDE1,0.197,0.286
528,PRKRA,0.302,0.252
529,NPM3,-0.039,0.742
530,SNRNP200,-0.08,0.409
531,UTP20,-0.158,0.312
532,EIF3J,-0.477,0.054
533,ZMPSTE24,0.152,0.156
534,ARL6IP5,-0.015,0.871
535,BCAS2,0.071,0.5
536,DNAJC8,-0.01,0.957
537,ATP5H,0.04,0.699
538,FLOT1,0.178,0.134
539,ATP5L,-0.479,0.106
540,RSL1D1,0.026,0.83
541,CLPX,0.054,0.592
542,SRP72,0.053,0.628
543,MTA2,0.093,0.363
544,GFPT2,-0.165,0.647
545,TOMM70A,0.035,0.734
546,PRPF6,0.003,0.984
547,GLS,0.078,0.68
548,BZRAP1,-0.416,0.01
549,RTN3,0.024,0.817
550,LETM1,0.077,0.502
551,VAPB,0.352,0.015
552,SMC2,-0.023,0.83
553,IPO7,-0.06,0.608
554,UTS2,0.045,0.662
555,SGPL1,0.259,0.293
556,NSA2,-0.03,0.803
557,MPC2,0.139,0.386
558,ACSL3,0.046,0.658
559,AP2A1,0.064,0.608
560,BAG2,-0.089,0.482
561,AIFM1,0.031,0.838
562,FADS2,-0.898,0.002
563,TXNDC12,0.072,0.572
564,CLPTM1,-0.014,0.887
565,TOMM40,0.056,0.621
566,ACTL6A,-0.156,0.228
567,CYB5A,0.269,0.033
568,LDHA,-0.024,0.865
569,GLUD1;GLUD2,0.116,0.313
570,CYB5R3,0.202,0.101
571,MT-CO2,0.298,0.023
572,SOD1,0.121,0.232
573,PNP,-0.153,0.159
574,GOT2,0.066,0.511
575,PGK1,-0.017,0.87
576,TIMP1,0.423,0.09
577,NRAS;KRAS;HRAS,0.089,0.437
578,LMNA,0.01,0.913
579,TFRC,0.103,0.514
580,FTL,0.154,0.458
581,CAT,0.054,0.692
582,ALDOA,0.0,0.999
583,ANXA1,0.051,0.687
584,SOD2,0.197,0.32
585,OAT,0.05,0.766
586,TUBB4A,0.648,0.292
587,GAPDH,-0.019,0.881
588,HSPB1,-0.011,0.96
589,TYMS,-0.552,0.399
590,RPN1,0.04,0.751
591,RPN2,0.042,0.757
592,GNAI2,0.074,0.582
593,HIST1H2AC;HIST3H2A;HIST1H2AB,0.007,0.963
594,ATP1A1,0.129,0.323
595,ATP1B1,-0.004,0.979
596,ALDH2,0.038,0.723
597,SLC25A5,0.049,0.606
598,EIF2S1,-0.62,0.218
599,RPLP1,0.058,0.698
600,RPLP2,-0.041,0.663
601,RPLP0,0.072,0.598
602,SSB,-0.007,0.947
603,ITGB1,0.068,0.626
604,KRT18,0.039,0.742
605,MYL3;MYL1,0.076,0.589
606,ATP5B,0.035,0.72
607,ENO1,-0.032,0.758
608,GPI,-0.049,0.66
609,NPM1,-0.007,0.937
610,ITGAV,-0.001,0.996
611,HIST1H2BB;HIST2H2BE;HIST1H2BO;HIST3H2BB;HIST1H2BJ,0.054,0.59
612,EPHX1,-0.013,0.927
613,LDHB,-0.003,0.983
614,P4HB,0.043,0.687
615,H1F0,-0.008,0.952
616,ANXA2;ANXA2P2,0.016,0.888
617,TUBB,-0.007,0.968
618,PSAP,-0.372,0.182
619,CTSL,0.181,0.256
620,PFN1,-0.085,0.469
621,APRT,-0.342,0.452
622,EPRS,-0.009,0.929
623,CTSB,0.06,0.607
624,HSP90AA1,-0.055,0.585
625,UQCRH,0.233,0.057
626,YES1,-0.558,0.079
627,FH,0.007,0.944
628,ANXA6,0.055,0.608
629,RHOC,0.015,0.906
630,HSP90AB1,-0.029,0.812
631,SRPR,0.062,0.53
632,ASNS,-0.067,0.777
633,PDHA1,0.1,0.342
634,CYC1,0.139,0.223
635,SNRPB2,0.149,0.397
636,SNRNP70,-0.058,0.673
637,ITGA5,-0.369,0.206
638,VIM,-0.019,0.852
639,GNAI3,0.267,0.048
640,ANXA5,0.023,0.851
641,ROS1,-0.354,0.422
642,GSTP1,0.021,0.851
643,LGALS1,-0.04,0.704
644,HMGB1,0.028,0.831
645,SPARC,0.264,0.21
646,CLTA,-0.009,0.936
647,HMOX1,0.039,0.925
648,DLD,0.042,0.712
649,SNRPA1,0.018,0.856
650,PARP1,0.044,0.647
651,H2AFV;H2AFZ,0.087,0.369
652,U2AF1,0.063,0.642
653,CALM2;CALM3;CALM1,0.013,0.915
654,TUBA3E,0.096,0.469
655,GAA,0.239,0.292
656,HIST1H1E,-0.133,0.363
657,DLAT,0.104,0.374
658,TXN,-0.316,0.047
659,COX5B,0.047,0.846
660,PRKAR1A,-0.473,0.211
661,HSPD1,-0.001,0.995
662,HSPA5,0.01,0.92
663,LAMC1,-0.118,0.572
664,HSPA8,-0.058,0.54
665,SLC2A1,0.018,0.89
666,PDHB,0.164,0.141
667,RALA,0.113,0.367
668,LAMP1,0.038,0.722
669,TOP1,0.033,0.766
670,TOP2A,0.074,0.437
671,G6PD,0.036,0.836
672,IGF2R,0.038,0.854
673,PCNA,0.15,0.184
674,SLC25A4,0.057,0.588
675,SLC25A6,0.039,0.683
676,TPR,0.048,0.608
677,ACTN1,-0.013,0.907
678,XRCC6,-0.001,0.995
679,XRCC5,-0.001,0.996
680,COX4I1,0.137,0.199
681,LAMP2,-0.038,0.76
682,RNH1,-1.572,0.004
683,EEF2,-0.123,0.424
684,PDIA4,0.106,0.327
685,C6,0.547,0.016
686,P4HA1,-0.167,0.571
687,ETFA,-0.037,0.815
688,PRKAR2A,-0.203,0.085
689,MTHFD2,0.033,0.785
690,MIF,0.019,0.859
691,PKM,-0.09,0.512
692,HSP90B1,0.036,0.764
693,CCNB1,0.558,0.101
694,DARS,0.021,0.836
695,UQCRB,0.066,0.534
696,RPS2,0.004,0.961
697,RPA2,0.269,0.526
698,COX7C,0.316,0.116
699,H2AFX;HIST1H2AA,-0.012,0.91
700,HIST1H1C,-0.031,0.848
701,POR,0.082,0.436
702,ATP2A2,0.011,0.909
703,HSPA6;HSPA7,-0.07,0.514
704,HMGA1,0.306,0.312
705,ITGA2,0.157,0.514
706,CAPN2,-0.152,0.257
707,CEBPB,-0.606,0.148
708,TCP1,-0.006,0.959
709,PTPN1,0.089,0.427
710,RPL35A,0.091,0.521
711,ITGB5,-0.089,0.697
712,ARF4,-0.068,0.678
713,RPL7,0.073,0.523
714,VCL,-0.029,0.754
715,SON,0.069,0.505
716,PGAM1,0.048,0.699
717,RCC1,0.092,0.346
718,ATP5J,0.022,0.844
719,NCL,-0.006,0.953
720,HK1,0.007,0.946
721,EIF2AK2,-0.068,0.591
722,SRM,0.072,0.716
723,CSNK2A2,0.771,0.288
724,EIF2S2,0.033,0.779
725,BTF3,0.061,0.529
726,RAB6A,0.01,0.929
727,PSMB1,-0.059,0.743
728,M6PR,0.009,0.923
729,COX5A,0.061,0.633
730,LMNB1,0.052,0.628
731,MAOA,-0.182,0.529
732,VDAC1,0.06,0.535
733,SDHB,0.056,0.733
734,COMT,-0.092,0.345
735,TGM2,-0.017,0.883
736,MUT,0.073,0.517
737,FBL,-0.011,0.909
738,GART,-0.282,0.033
739,PAICS,-0.167,0.292
740,SCP2,0.136,0.234
741,UBA1,-0.026,0.813
742,FDXR,0.114,0.259
743,HNRNPA2B1,-0.035,0.712
744,UQCRC2,-0.007,0.942
745,ITGA6,0.5,0.267
746,SFPQ,0.06,0.546
747,PPIB,0.074,0.655
748,RPS3,0.044,0.654
749,AHCY,-0.122,0.586
750,CFL1,-0.026,0.787
751,DTYMK,0.45,0.2
752,EEF1B2,-0.027,0.786
753,ATP5F1,-0.088,0.504
754,ACAT1,-0.099,0.432
755,MCM3,0.024,0.877
756,RPS12,0.005,0.961
757,ATP5A1,0.06,0.543
758,PSMA1,-0.364,0.027
759,PSMA3,-0.188,0.144
760,ITGA3,0.012,0.915
761,MSN,0.016,0.872
762,DDX6,0.043,0.8
763,U2AF2,-0.054,0.594
764,RPL13,-0.052,0.595
765,TARS,0.118,0.339
766,VARS,0.038,0.723
767,EEF1G,0.048,0.621
768,AK4,-0.545,0.006
769,YWHAQ,-0.046,0.673
770,RPL10,0.028,0.803
771,APEX1,0.118,0.336
772,CALR,0.051,0.646
773,CANX,-0.134,0.371
774,PSMA5,0.005,0.956
775,PSMB4,-0.107,0.304
776,PSMB6,0.87,0.26
777,PSMB5,-0.123,0.338
778,NDUFS1,0.14,0.538
779,MAPK1,-0.288,0.126
780,LAP3,0.088,0.423
781,EPHA2,0.166,0.363
782,TKT,-0.102,0.297
783,ERP29,0.009,0.939
784,PRDX6,-0.047,0.674
785,PRDX5,0.057,0.723
786,PRDX3,0.007,0.938
787,ATP5D,0.024,0.802
788,RPL12,-0.014,0.907
789,ECHS1,0.101,0.34
790,PDIA3,0.06,0.629
791,PPP2R1A,-0.163,0.431
792,PPIF,-0.102,0.55
793,LRPAP1,0.169,0.295
794,SLC7A1,-0.282,0.179
795,ALDH1B1,-0.064,0.535
796,SDHA,0.089,0.464
797,MAT2A,-0.583,0.053
798,DNAJA1,-0.426,0.418
799,UQCRC1,0.001,0.992
800,HIBADH,-0.012,0.899
801,ATIC,0.093,0.739
802,HNRNPH3,0.008,0.931
803,YWHAB,0.013,0.896
804,SFN,0.127,0.408
805,STIP1,-0.035,0.728
806,S100A11,-0.148,0.163
807,PYCR1,0.02,0.845
808,KIF5B,0.094,0.678
809,MCM7,0.008,0.953
810,SHMT2,0.05,0.632
811,HSPA4,-0.025,0.787
812,GPC1,0.058,0.582
813,CTNNA1,-0.232,0.06
814,PHB,0.018,0.881
815,RFC2,0.029,0.872
816,RFC1,0.948,0.182
817,RPL22,-0.007,0.95
818,SPR,-0.084,0.408
819,MYH9,0.078,0.586
820,MYH10,-0.023,0.88
821,COPB2,0.113,0.768
822,PSMC2,0.053,0.714
823,ATP5C1,0.085,0.421
824,CPOX,-0.042,0.649
825,RPL4,0.114,0.411
826,DLST,0.044,0.646
827,SRP14,0.238,0.222
828,HPCAL1;HPCA;NCALD,-0.166,0.521
829,FDFT1,0.132,0.698
830,TAGLN2,-0.013,0.909
831,ETFB,0.055,0.76
